WEIGHT NAME                                        SHAPE             MIN           MAX           STD      
bn5c_branch2c_2/moving_mean:0                     (2048,)           -0.2560        +0.1848      +0.0335   
bn5c_branch2c_2/moving_variance:0                 (2048,)           +0.0021        +0.0345      +0.0027   
fpn_c5p5_2/kernel:0                          (1, 1, 2048, 256)      -0.0660        +0.0674      +0.0080   
fpn_c5p5_2/bias:0                                  (256,)           -0.0152        +0.0131      +0.0053   
fpn_c4p4_2/kernel:0                          (1, 1, 1024, 256)      -0.1160        +0.0830      +0.0101   
fpn_c4p4_2/bias:0                                  (256,)           -0.0049        +0.0044      +0.0015   
fpn_c3p3_2/kernel:0                           (1, 1, 512, 256)      -0.0508        +0.0577      +0.0076   
fpn_c3p3_2/bias:0                                  (256,)           -0.0064        +0.0058      +0.0020   
fpn_c2p2_2/kernel:0                           (1, 1, 256, 256)      -0.0371        +0.0534      +0.0064   
fpn_c2p2_2/bias:0                                  (256,)           -0.0056        +0.0066      +0.0021   
fpn_p5_2/kernel:0                             (3, 3, 256, 256)      -0.0347        +0.0392      +0.0059   
fpn_p5_2/bias:0                                    (256,)           -0.0089        +0.0081      +0.0038   
fpn_p2_2/kernel:0                             (3, 3, 256, 256)      -0.0302        +0.0329      +0.0055   
fpn_p2_2/bias:0                                    (256,)           -0.0070        +0.0060      +0.0023   
fpn_p3_2/kernel:0                             (3, 3, 256, 256)      -0.0246        +0.0278      +0.0048   
fpn_p3_2/bias:0                                    (256,)           -0.0040        +0.0042      +0.0015   
fpn_p4_2/kernel:0                             (3, 3, 256, 256)      -0.0269        +0.0280      +0.0051   
fpn_p4_2/bias:0                                    (256,)           -0.0041        +0.0038      +0.0017   
rpn_conv_shared_2/kernel:0                    (3, 3, 256, 512)      -0.0361        +0.0326      +0.0027   
rpn_conv_shared_2/bias:0                           (512,)           -0.0049        +0.0074      +0.0012   
rpn_class_raw_2/kernel:0                       (1, 1, 512, 6)       -0.1382        +0.1382      +0.0169   
rpn_class_raw_2/bias:0                              (6,)            -0.0247        +0.0247      +0.0160   
rpn_bbox_pred_2/kernel:0                      (1, 1, 512, 12)       -0.1080        +0.2640      +0.0237   
rpn_bbox_pred_2/bias:0                             (12,)            -0.0489        +0.0715      +0.0346   
mrcnn_class_conv1_1/kernel:0                 (7, 7, 256, 1024)      -0.0269        +0.0269      +0.0033   
mrcnn_class_conv1_1/bias:0                        (1024,)           -0.0016        +0.0006      +0.0003   
mrcnn_class_bn1_1/gamma:0                         (1024,)           +0.9541        +1.0464      +0.0091   
mrcnn_class_bn1_1/beta:0                          (1024,)           -0.0323        +0.0055      +0.0036   
mrcnn_class_bn1_1/moving_mean:0                   (1024,)          -13.7297        +4.7460      +1.4822   
mrcnn_class_bn1_1/moving_variance:0               (1024,)           +1.6954       +30.5685      +2.7805   
mrcnn_class_conv2_1/kernel:0                 (1, 1, 1024, 1024)     -0.0784        +0.0456      +0.0059   
mrcnn_class_conv2_1/bias:0                        (1024,)           -0.0211        +0.0284      +0.0053   
mrcnn_class_bn2_1/gamma:0                         (1024,)           +0.9777        +1.0521      +0.0101   
mrcnn_class_bn2_1/beta:0                          (1024,)           -0.0146        +0.0293      +0.0045   
mrcnn_class_bn2_1/moving_mean:0                   (1024,)           -0.7209        +0.9867      +0.1617   
mrcnn_class_bn2_1/moving_variance:0               (1024,)           +0.0094        +0.3570      +0.0415   
mrcnn_class_logits_1/kernel:0                    (1024, 81)         -0.1650        +0.2393      +0.0187   
mrcnn_class_logits_1/bias:0                        (81,)            -0.0127        +0.1270      +0.0154   
mrcnn_bbox_fc_1/kernel:0                        (1024, 324)         -0.0822        +0.1062      +0.0075   
mrcnn_bbox_fc_1/bias:0                             (324,)           -0.0176        +0.0367      +0.0032   
mrcnn_mask_conv1_1/kernel:0                   (3, 3, 256, 256)      -0.0699        +0.0605      +0.0050   
mrcnn_mask_conv1_1/bias:0                          (256,)           -0.0033        +0.0034      +0.0010   
mrcnn_mask_bn1_1/gamma:0                           (256,)           +0.9732        +1.1353      +0.0177   
mrcnn_mask_bn1_1/beta:0                            (256,)           -0.0205        +0.0023      +0.0036   
mrcnn_mask_bn1_1/moving_mean:0                     (256,)           -2.4143        +1.1433      +0.5678   
mrcnn_mask_bn1_1/moving_variance:0                 (256,)           +0.6905        +4.3261      +0.5650   
mrcnn_mask_conv2_1/kernel:0                   (3, 3, 256, 256)      -0.0759        +0.1487      +0.0050   
mrcnn_mask_conv2_1/bias:0                          (256,)           -0.0068        +0.0067      +0.0024   
mrcnn_mask_bn2_1/gamma:0                           (256,)           +0.9765        +1.0488      +0.0119   
mrcnn_mask_bn2_1/beta:0                            (256,)           -0.0182        +0.0021      +0.0035   
mrcnn_mask_bn2_1/moving_mean:0                     (256,)           -0.6003        +0.1184      +0.1236   
mrcnn_mask_bn2_1/moving_variance:0                 (256,)           +0.0437        +0.4538      +0.0551   
mrcnn_mask_conv3_1/kernel:0                   (3, 3, 256, 256)      -0.0546        +0.0607      +0.0048   
mrcnn_mask_conv3_1/bias:0                          (256,)           -0.0119        +0.0099      +0.0037   
mrcnn_mask_bn3_1/gamma:0                           (256,)           +0.9798        +1.0431      +0.0099   
mrcnn_mask_bn3_1/beta:0                            (256,)           -0.0305        +0.0014      +0.0046   
mrcnn_mask_bn3_1/moving_mean:0                     (256,)           -0.5812        +0.2401      +0.1452   
mrcnn_mask_bn3_1/moving_variance:0                 (256,)           +0.0137        +0.3976      +0.0564   
mrcnn_mask_conv4_1/kernel:0                   (3, 3, 256, 256)      -0.0425        +0.0373      +0.0043   
mrcnn_mask_conv4_1/bias:0                          (256,)           -0.0022        +0.0052      +0.0010   
mrcnn_mask_bn4_1/gamma:0                           (256,)           +0.9904        +1.0758      +0.0209   
mrcnn_mask_bn4_1/beta:0                            (256,)           +0.0044        +0.0465      +0.0113   
mrcnn_mask_bn4_1/moving_mean:0                     (256,)           -0.1459        +0.6716      +0.1304   
mrcnn_mask_bn4_1/moving_variance:0                 (256,)           +0.0331        +0.2902      +0.0494   
mrcnn_mask_deconv_1/kernel:0                  (2, 2, 256, 256)      -0.0393        +0.0648      +0.0056   
mrcnn_mask_deconv_1/bias:0                         (256,)           -0.0031        +0.0774      +0.0112   
mrcnn_mask_1/kernel:0                         (1, 1, 256, 81)       -0.1074        +0.1591      +0.0189   
mrcnn_mask_1/bias:0                                (81,)            -0.0397        +0.0649      +0.0179   
